ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE_MIN,MONTHS_BALANCE_MAX,COUNT_LATE_LAST_12M,TARGET,AGE,YEARS_EMPLOYED,INCOME_GROUP,AGE_GROUP,EDUCATION_RANK,AMT_INCOME_TOTAL_CAPPED,CREDIT_HISTORY_LENGTH
5021633,M,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,Unknown,2.0,-29,0,7,0,32.1,8.9,Very High,30-39,3,157500.0,-29
5021634,M,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,Unknown,2.0,-24,0,12,0,32.1,8.9,Very High,30-39,3,157500.0,-24
5021637,M,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,Unknown,2.0,-58,0,13,0,32.1,8.9,Very High,30-39,3,157500.0,-58
5090274,M,0,1,0,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,Unknown,2.0,-21,0,13,0,32.1,8.9,Very High,30-39,3,157500.0,-21
5021639,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,-23,0,13,0,58.8,1.2,Very High,50-59,1,112500.0,-23
5021640,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,-10,0,10,0,58.8,1.2,Very High,50-59,1,112500.0,-10
5021641,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,-16,0,13,0,58.8,1.2,Very High,50-59,1,112500.0,-16
5021642,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,-19,0,11,0,58.8,1.2,Very High,50-59,1,112500.0,-19
5021643,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13367,365243,1,0,1,0,Unknown,2.0,-17,0,7,0,36.6,0.0,Very High,30-39,1,112500.0,-17
5021644,F,1,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22831,365243,1,0,0,0,Unknown,2.0,-10,0,6,0,62.6,0.0,Very High,60+,1,144000.0,-10
5021645,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-58,-47,0,0,34.4,14.6,Very High,30-39,3,292500.0,-11
5021646,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-5,0,5,0,34.4,14.6,Very High,30-39,3,292500.0,-5
5021647,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-42,-31,0,0,34.4,14.6,Very High,30-39,3,292500.0,-11
5021648,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-39,-21,0,0,34.4,14.6,Very High,30-39,3,292500.0,-18
5021649,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-15,-4,8,0,34.4,14.6,Very High,30-39,3,292500.0,-11
5021650,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-11,0,3,0,34.4,14.6,Very High,30-39,3,292500.0,-11
5021651,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-11,0,11,0,34.4,14.6,Very High,30-39,3,292500.0,-11
5021652,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-36,-21,0,0,36.2,3.8,Very High,30-39,1,270000.0,-15
5021653,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-45,-36,0,0,36.2,3.8,Very High,30-39,1,270000.0,-9
5021654,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-4,0,0,0,36.2,3.8,Very High,30-39,1,270000.0,-4
5021655,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-31,-22,0,0,36.2,3.8,Very High,30-39,1,270000.0,-9
5021656,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-39,-8,0,0,36.2,3.8,Very High,30-39,1,270000.0,-31
5021657,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-20,-9,3,0,36.2,3.8,Very High,30-39,1,270000.0,-11
5021658,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-14,0,0,0,36.2,3.8,Very High,30-39,1,270000.0,-14
5021659,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-10,-6,0,0,36.2,3.8,Very High,30-39,1,270000.0,-4
5021660,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-10,0,0,0,36.2,3.8,Very High,30-39,1,270000.0,-10
5021661,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,-38,-34,0,0,36.2,3.8,Very High,30-39,1,270000.0,-4
5021662,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-59,0,8,0,37.8,1.8,Very High,30-39,1,225000.0,-59
5021663,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-27,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-27
5021664,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-27,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-27
5021665,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-27,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-27
5021668,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-51,-6,0,0,37.8,1.8,Very High,30-39,1,225000.0,-45
5021670,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-45,-29,0,0,37.8,1.8,Very High,30-39,1,225000.0,-16
5021671,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-40,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-40
5021673,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-16,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-16
5021674,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-47,0,0,0,37.8,1.8,Very High,30-39,1,225000.0,-47
5021675,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-45,-29,0,0,37.8,1.8,Very High,30-39,1,225000.0,-16
5021676,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,-48,0,13,0,37.8,1.8,Very High,30-39,1,225000.0,-48
5021678,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-29,0,0,0,51.4,10.0,Very High,50-59,1,202500.0,-29
5021679,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-9,0,10,0,51.4,10.0,Very High,50-59,1,202500.0,-9
5021680,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-41,0,0,0,51.4,10.0,Very High,50-59,1,202500.0,-41
5021681,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-41,-12,0,0,51.4,10.0,Very High,50-59,1,202500.0,-29
5021682,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-33,0,0,0,51.4,10.0,Very High,50-59,1,202500.0,-33
5021683,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-52,0,0,0,51.4,10.0,Very High,50-59,1,202500.0,-52
5021684,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745,-3653,1,0,0,0,Cleaning staff,1.0,-39,0,0,0,51.4,10.0,Very High,50-59,1,202500.0,-39
5021688,M,1,1,1,225000.0,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3.0,-24,0,0,0,36.2,0.7,Very High,30-39,2,225000.0,-24
5021691,M,1,1,1,225000.0,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3.0,-29,0,0,0,36.2,0.7,Very High,30-39,2,225000.0,-29
5113091,M,1,1,1,225000.0,Working,Incomplete higher,Married,House / apartment,-13205,-248,1,0,0,0,Managers,3.0,-35,0,0,0,36.2,0.7,Very High,30-39,2,225000.0,-35
5021693,M,1,1,2,337500.0,Working,Incomplete higher,Married,House / apartment,-12418,-1678,1,0,1,0,Laborers,4.0,-2,0,3,0,34.0,4.6,Very High,30-39,2,337500.0,-2
5021694,M,1,1,2,337500.0,Working,Incomplete higher,Married,House / apartment,-12418,-1678,1,0,1,0,Laborers,4.0,0,0,1,0,34.0,4.6,Very High,30-39,2,337500.0,0
5021695,M,1,1,2,337500.0,Working,Incomplete higher,Married,House / apartment,-12418,-1678,1,0,1,0,Laborers,4.0,-18,0,0,0,34.0,4.6,Very High,30-39,2,337500.0,-18
5021696,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-1,0,2,0,50.7,5.8,Very High,50-59,1,180000.0,-1
5021697,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-41,-21,0,0,50.7,5.8,Very High,50-59,1,180000.0,-20
5021698,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-29,-9,0,0,50.7,5.8,Very High,50-59,1,180000.0,-20
5021699,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-19,0,9,0,50.7,5.8,Very High,50-59,1,180000.0,-19
5021700,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-17,0,0,0,50.7,5.8,Very High,50-59,1,180000.0,-17
5021701,F,0,1,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18520,-2101,1,0,1,1,Core staff,2.0,-60,-30,0,0,50.7,5.8,Very High,50-59,1,180000.0,-30
5021702,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-44,-3,9,0,41.6,9.0,Very High,40-49,1,112500.0,-41
5021703,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-45,-4,6,0,41.6,9.0,Very High,40-49,1,112500.0,-41
5021704,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-41,0,10,0,41.6,9.0,Very High,40-49,1,112500.0,-41
5021705,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-55,-11,0,0,41.6,9.0,Very High,40-49,1,112500.0,-44
5021706,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-43,-2,8,0,41.6,9.0,Very High,40-49,1,112500.0,-41
5021707,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,-40,0,11,0,41.6,9.0,Very High,40-49,1,112500.0,-40
5021708,F,0,1,2,202500.0,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4.0,-11,0,0,0,36.9,14.3,Very High,30-39,0,202500.0,-11
5021709,F,0,1,2,202500.0,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4.0,-52,-4,8,0,36.9,14.3,Very High,30-39,0,202500.0,-48
5021710,F,0,1,2,202500.0,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4.0,-52,-40,0,0,36.9,14.3,Very High,30-39,0,202500.0,-12
5021711,F,0,1,2,202500.0,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4.0,-47,-36,0,0,36.9,14.3,Very High,30-39,0,202500.0,-11
5021712,F,0,1,1,243000.0,Working,Higher education,Married,House / apartment,-14295,-5966,1,0,0,1,Core staff,3.0,-22,-13,0,0,39.2,16.3,Very High,30-39,3,243000.0,-9
5021713,F,0,1,1,243000.0,Working,Higher education,Married,House / apartment,-14295,-5966,1,0,0,1,Core staff,3.0,-8,0,4,0,39.2,16.3,Very High,30-39,3,243000.0,-8
5021715,F,0,1,1,243000.0,Working,Higher education,Married,House / apartment,-14295,-5966,1,0,0,1,Core staff,3.0,-2,0,0,0,39.2,16.3,Very High,30-39,3,243000.0,-2
5021716,F,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17039,-2986,1,0,1,0,Sales staff,2.0,-54,-32,0,0,46.7,8.2,Very High,40-49,1,180000.0,-22
5021717,F,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17039,-2986,1,0,1,0,Sales staff,2.0,-23,0,0,0,46.7,8.2,Very High,40-49,1,180000.0,-23
5021718,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-47,-27,0,0,48.6,1.1,Very High,40-49,1,380250.0,-20
5021719,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-55,-31,0,0,48.6,1.1,Very High,40-49,1,380250.0,-24
5021720,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-25,-13,0,0,48.6,1.1,Very High,40-49,1,380250.0,-12
5021721,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-16,0,0,0,48.6,1.1,Very High,40-49,1,380250.0,-16
5021722,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-26,0,0,0,48.6,1.1,Very High,40-49,1,380250.0,-26
5021723,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-11,0,0,0,48.6,1.1,Very High,40-49,1,380250.0,-11
5021724,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-19,-7,5,0,48.6,1.1,Very High,40-49,1,380250.0,-12
5021725,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-24,0,0,0,48.6,1.1,Very High,40-49,1,380250.0,-24
5021726,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-24,-12,0,0,48.6,1.1,Very High,40-49,1,380250.0,-12
5021727,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-23,0,10,0,48.6,1.1,Very High,40-49,1,380250.0,-23
5021728,F,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,Unknown,3.0,-55,-29,0,0,48.6,1.1,Very High,40-49,1,380250.0,-26
5021730,F,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,Cleaning staff,3.0,-39,0,0,0,46.5,3.8,Very High,40-49,1,180000.0,-39
5021732,F,1,1,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,Cleaning staff,3.0,-35,0,13,0,46.5,3.8,Very High,40-49,1,180000.0,-35
5021733,F,0,1,0,135000.0,Commercial associate,Higher education,Widow,House / apartment,-13471,-1797,1,0,0,0,Sales staff,1.0,-7,0,4,0,36.9,4.9,Very High,30-39,3,135000.0,-7
5021734,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,Unknown,1.0,-25,-20,0,0,57.1,0.0,Very High,50-59,1,189000.0,-5
5021735,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,Unknown,1.0,-8,-3,3,0,57.1,0.0,Very High,50-59,1,189000.0,-5
5021737,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,Unknown,1.0,-4,0,3,0,57.1,0.0,Very High,50-59,1,189000.0,-4
5021738,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,Unknown,1.0,-7,-2,3,0,57.1,0.0,Very High,50-59,1,189000.0,-5
5021739,F,0,1,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20858,365243,1,0,0,0,Unknown,1.0,-7,0,0,0,57.1,0.0,Very High,50-59,1,189000.0,-7
5021740,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-29,0,0,0,28.5,7.6,Very High,18-29,1,112500.0,-29
5021741,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-34,-29,0,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021742,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-5,0,4,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021744,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-22,-19,0,0,28.5,7.6,Very High,18-29,1,112500.0,-3
5021745,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-9,-4,4,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021746,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-26,0,13,0,28.5,7.6,Very High,18-29,1,112500.0,-26
5021747,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-26,-21,0,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021748,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-33,-28,0,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021749,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-35,-30,0,0,28.5,7.6,Very High,18-29,1,112500.0,-5
5021750,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-52,-49,0,0,28.5,7.6,Very High,18-29,1,112500.0,-3
5113118,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-4,0,1,0,28.5,7.6,Very High,18-29,1,112500.0,-4
5113119,F,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-35,0,0,0,28.5,7.6,Very High,18-29,1,112500.0,-35
5021752,F,0,1,0,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2.0,-16,-5,7,0,30.3,1.7,Very High,30-39,2,171000.0,-11
5021753,F,0,1,0,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2.0,-8,0,9,0,30.3,1.7,Very High,30-39,2,171000.0,-8
5021754,F,0,1,0,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2.0,-10,0,11,0,30.3,1.7,Very High,30-39,2,171000.0,-10
5021756,F,1,1,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,Managers,2.0,-31,0,0,0,34.8,3.3,Very High,30-39,2,380250.0,-31
5021761,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-41,-2,9,0,46.5,2.2,Very High,40-49,1,112500.0,-39
5021762,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-45,-37,0,0,46.5,2.2,Very High,40-49,1,112500.0,-8
5021763,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-8,0,4,0,46.5,2.2,Very High,40-49,1,112500.0,-8
5021764,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-22,-14,0,0,46.5,2.2,Very High,40-49,1,112500.0,-8
5021765,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-38,-30,0,0,46.5,2.2,Very High,40-49,1,112500.0,-8
5021766,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-33,-17,0,0,46.5,2.2,Very High,40-49,1,112500.0,-16
5021767,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-15,-7,5,0,46.5,2.2,Very High,40-49,1,112500.0,-8
5021768,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-16978,-821,1,0,0,0,Unknown,2.0,-10,0,11,0,46.5,2.2,Very High,40-49,1,112500.0,-10
5021769,F,0,1,1,67500.0,Working,Higher education,Married,House / apartment,-12774,-517,1,0,0,0,High skill tech staff,3.0,-11,0,4,0,35.0,1.4,High,30-39,3,67500.0,-11
5021772,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-39,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-39
5021774,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-39,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-39
5021775,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-11,0,6,0,39.8,4.3,Very High,30-39,3,292500.0,-11
5021776,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-21,0,6,0,39.8,4.3,Very High,30-39,3,292500.0,-21
5021777,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-35,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-35
5021778,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-3,0,3,0,39.8,4.3,Very High,30-39,3,292500.0,-3
5021779,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-8,0,9,0,39.8,4.3,Very High,30-39,3,292500.0,-8
5021780,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-39,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-39
5021781,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-24,0,3,0,39.8,4.3,Very High,30-39,3,292500.0,-24
5021782,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-28,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-28
5021783,F,0,1,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-45,0,0,0,39.8,4.3,Very High,30-39,3,292500.0,-45
5021788,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4.0,-45,0,8,0,41.2,18.8,Very High,40-49,1,157500.0,-45
5021789,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4.0,-40,-24,0,0,41.2,18.8,Very High,40-49,1,157500.0,-16
5021790,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4.0,-15,0,13,0,41.2,18.8,Very High,40-49,1,157500.0,-15
5021791,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4.0,-29,0,9,0,41.2,18.8,Very High,40-49,1,157500.0,-29
5021792,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021,-6879,1,0,0,0,High skill tech staff,4.0,-17,0,13,0,41.2,18.8,Very High,40-49,1,157500.0,-17
5021793,F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2.0,-27,-17,0,0,33.8,0.5,Very High,30-39,1,225000.0,-10
5021794,F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2.0,-54,-34,0,0,33.8,0.5,Very High,30-39,1,225000.0,-20
5021795,F,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,2.0,-4,0,0,0,33.8,0.5,Very High,30-39,1,225000.0,-4
