ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CREDIT_HISTORY_LENGTH,BAD_DEBT_RATIO,AVERAGE_DELAYED_MONTHS,IS_BAD
5090234,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17124,-3206,1,0,0,0,Sales staff,2.0,20,0.0,0.0,0
5139899,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,31,0.0,0.0,0
5089642,M,N,N,1,157500.0,Working,Higher education,Separated,With parents,-10862,-1160,1,1,1,0,Laborers,2.0,9,0.0,0.0,0
5115813,F,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11599,-1928,1,1,1,0,Accountants,4.0,38,0.0,0.0,0
5116673,F,N,Y,2,76500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14375,-1281,1,0,0,0,Sales staff,4.0,4,0.0,0.0,0
5009819,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2.0,9,0.0,0.0,0
5033898,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10324,-513,1,1,1,0,Laborers,2.0,32,0.0,0.0,0
5089116,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15969,-5483,1,1,1,0,Core staff,1.0,11,0.0,0.0,0
5048503,F,Y,Y,0,720000.0,State servant,Higher education,Widow,House / apartment,-15031,-5422,1,1,1,0,Core staff,1.0,29,0.0,0.0,0
5033618,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18661,-1845,1,1,0,0,Laborers,2.0,52,0.0,0.0,0
5115709,M,N,Y,1,202500.0,State servant,Higher education,Married,House / apartment,-10756,-2355,1,0,0,0,Core staff,3.0,6,0.0,0.0,0
5023184,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2.0,37,0.0,0.0,0
5067490,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,-12860,-4657,1,1,1,0,High skill tech staff,4.0,16,0.0,0.0,0
5114214,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14136,-2628,1,1,0,0,Managers,4.0,20,0.0,0.0,0
5046502,F,N,Y,0,256500.0,Commercial associate,Higher education,Separated,House / apartment,-19604,-970,1,0,0,0,Managers,1.0,5,0.0,0.0,0
5106117,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13467,-393,1,0,0,0,Core staff,3.0,25,0.0,0.0,0
5143563,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,-10954,-745,1,0,0,0,Drivers,4.0,33,0.0,0.0,0
5009499,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,2.0,17,0.0,0.0,0
5126017,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788,-2661,1,1,1,0,Core staff,3.0,28,0.0,0.0,0
5065786,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17343,-938,1,0,0,0,Sales staff,2.0,20,0.0,0.0,0
5135997,F,Y,N,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-14709,-931,1,0,0,0,Sales staff,2.0,2,0.0,0.0,0
5054032,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,1,0,0,0,Medicine staff,2.0,14,0.0,0.0,0
5029668,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,22,0.0,0.0,0
5125669,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-18532,-3666,1,1,1,0,Core staff,2.0,7,0.2857142857142857,1.0,1
5050940,F,N,N,0,170302.5,Commercial associate,Higher education,Married,House / apartment,-16741,-4123,1,1,1,0,Accountants,2.0,4,0.0,0.0,0
5058316,F,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17158,-6809,1,0,0,0,Laborers,2.0,31,0.0,0.0,0
5062613,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10725,-2802,1,0,0,0,Private service staff,2.0,4,0.0,0.0,0
5096391,M,Y,N,0,391500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21897,-3810,1,1,1,1,Managers,1.0,8,0.0,0.0,0
5058454,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-17366,-2426,1,0,0,0,Managers,2.0,8,0.0,0.0,0
5142957,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12239,-2600,1,1,1,0,Managers,3.0,16,0.0,0.0,0
5035493,F,Y,N,0,405000.0,State servant,Higher education,Single / not married,House / apartment,-20052,-980,1,0,1,0,Managers,1.0,2,0.0,0.0,0
5113397,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10514,-101,1,1,1,0,Core staff,1.0,11,0.0,0.0,0
5114230,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18338,-5673,1,1,0,0,Laborers,4.0,22,0.0,0.0,0
5026159,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,-13151,-3725,1,0,0,0,Accountants,1.0,7,0.0,0.0,0
5095197,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-15817,-2407,1,0,1,0,Medicine staff,1.0,28,0.0,0.0,0
5091154,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13821,-1071,1,0,0,1,Core staff,2.0,23,0.0,0.0,0
5068129,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17075,-2942,1,0,0,0,Laborers,2.0,2,0.0,0.0,0
5028867,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-1664,1,0,0,0,Sales staff,5.0,12,0.0,0.0,0
5142758,M,Y,N,1,337500.0,Commercial associate,Higher education,Separated,House / apartment,-15333,-196,1,0,1,0,Managers,2.0,15,0.0,0.0,0
5143547,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18435,-2175,1,0,1,0,Sales staff,2.0,11,0.0,0.0,0
5095384,M,Y,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-16166,-2531,1,0,0,0,Managers,2.0,13,0.0,0.0,0
5069149,M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,4,0.25,1.0,1
5116001,M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,1,0,0,0,High skill tech staff,3.0,24,0.0,0.0,0
5065528,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11757,-778,1,0,0,0,Laborers,2.0,19,0.0,0.0,0
5022922,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,1.0,14,0.0,0.0,0
5058253,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,Core staff,2.0,18,0.0,0.0,0
5095089,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-13797,-3259,1,0,1,0,High skill tech staff,4.0,4,0.0,0.0,0
5137512,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823,-5099,1,1,1,0,Laborers,2.0,13,0.0,0.0,0
5026455,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14644,-3633,1,0,0,0,High skill tech staff,3.0,13,0.0,0.0,0
5146572,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,2.0,27,0.0,0.0,0
5088916,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12623,-5726,1,0,0,0,Laborers,3.0,44,0.0,0.0,0
5126175,F,N,N,0,27000.0,Working,Higher education,Civil marriage,House / apartment,-14869,-5067,1,1,0,0,Managers,2.0,32,0.0625,1.0,1
5092222,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-11654,-2818,1,0,0,0,Laborers,2.0,10,0.0,0.0,0
5099787,M,Y,N,0,252000.0,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2.0,48,0.0,0.0,0
5067765,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341,-5437,1,0,0,0,Medicine staff,1.0,3,0.0,0.0,0
5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-15936,-1508,1,0,1,0,Managers,2.0,32,0.0,0.0,0
5100029,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-18197,-4418,1,1,0,0,Accountants,2.0,17,0.0,0.0,0
5068345,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20831,-2423,1,0,0,0,Drivers,2.0,33,0.30303030303030304,1.0,1
5088970,F,Y,N,0,31500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-7734,1,1,1,0,Cleaning staff,2.0,5,0.0,0.0,0
5095587,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-8784,-278,1,1,0,1,Medicine staff,2.0,22,0.22727272727272727,1.0,1
5105304,F,N,Y,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12037,-2706,1,0,0,0,Laborers,2.0,46,0.0,0.0,0
5092478,F,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,3.0,45,0.0,0.0,0
5088879,F,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15375,-3200,1,0,0,1,Laborers,2.0,27,0.037037037037037035,1.0,1
5067358,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16244,-8206,1,0,0,0,Core staff,2.0,18,0.0,0.0,0
5118353,M,Y,N,1,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-11332,-673,1,1,0,0,Laborers,2.0,27,0.0,0.0,0
5074524,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19053,-3629,1,0,0,0,High skill tech staff,1.0,3,0.0,0.0,0
5143485,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11935,-1200,1,0,0,0,Drivers,3.0,42,0.0,0.0,0
5135432,M,Y,N,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,Laborers,4.0,17,0.11764705882352941,1.0,1
5052982,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,1,0,0,0,Sales staff,2.0,7,0.0,0.0,0
5058273,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19607,-4288,1,0,0,0,Low-skill Laborers,2.0,18,0.0,0.0,0
5022246,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,High skill tech staff,2.0,7,0.0,0.0,0
5125946,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-14559,-2599,1,0,0,0,Laborers,2.0,56,0.0,0.0,0
5050667,F,N,N,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15448,-8140,1,1,1,0,Laborers,3.0,20,0.0,0.0,0
5090550,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-10515,-401,1,0,0,0,Cooking staff,1.0,10,0.0,0.0,0
5036444,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12488,-1621,1,0,1,0,Waiters/barmen staff,2.0,19,0.0,0.0,0
5068535,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20993,-1874,1,0,0,0,Laborers,2.0,3,0.0,0.0,0
5095642,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10928,-1558,1,0,0,0,Sales staff,3.0,24,0.0,0.0,0
5089329,F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-16918,-4174,1,1,0,0,Managers,1.0,12,0.0,0.0,0
5117129,F,N,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-13146,-1283,1,0,0,0,Managers,3.0,7,0.0,0.0,0
5089129,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19171,-429,1,0,0,0,Laborers,2.0,15,0.0,0.0,0
5068013,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23093,-659,1,1,0,0,Security staff,2.0,25,0.0,0.0,0
5069394,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,-18411,-10094,1,0,0,0,Core staff,3.0,60,0.016666666666666666,1.0,1
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,-18940,-1763,1,0,0,0,Sales staff,2.0,9,0.0,0.0,0
5042255,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16133,-582,1,0,0,0,Sales staff,2.0,15,0.0,0.0,0
5099941,F,N,Y,3,54000.0,State servant,Secondary / secondary special,Married,House / apartment,-13940,-2133,1,1,1,0,Core staff,5.0,2,0.0,0.0,0
5061697,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,43,0.0,0.0,0
5079146,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868,-3008,1,1,0,0,Sales staff,3.0,8,0.0,0.0,0
5137316,F,N,N,1,135000.0,State servant,Higher education,Married,House / apartment,-9454,-1022,1,1,0,0,Managers,3.0,24,0.0,0.0,0
5095271,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0,5,0.0,0.0,0
5053718,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2.0,6,0.0,0.0,0
5096641,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4.0,42,0.0,0.0,0
5042238,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,1,0,Low-skill Laborers,2.0,37,0.0,0.0,0
5118328,F,N,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,1,0,0,Laborers,3.0,18,0.0,0.0,0
5091379,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,-12757,-4887,1,0,0,0,Core staff,4.0,18,0.05555555555555555,1.0,1
5069068,F,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-18893,-2423,1,0,0,0,Core staff,2.0,8,0.0,0.0,0
5090108,F,N,Y,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20847,-1444,1,0,0,0,Managers,2.0,42,0.0,0.0,0
5058467,F,N,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,4.0,15,0.0,0.0,0
5078838,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20298,-3282,1,0,0,0,Medicine staff,2.0,15,0.06666666666666667,1.0,1
5069326,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20311,-597,1,0,0,0,Cleaning staff,2.0,8,0.125,1.0,1
5092471,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15161,-2087,1,1,0,0,Sales staff,2.0,59,0.13559322033898305,1.0,1
5029787,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,11,0.0,0.0,0
5036619,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11908,-596,1,1,1,0,Laborers,2.0,30,0.0,0.0,0
5009270,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,29,0.0,0.0,0
5105596,M,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-24204,-2462,1,0,0,0,Private service staff,2.0,25,0.0,0.0,0
5038563,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14908,-868,1,0,0,0,Cooking staff,2.0,25,0.12,1.0,1
5132333,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-17033,-1534,1,0,0,0,Sales staff,2.0,9,0.0,0.0,0
5117892,F,Y,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11478,-1649,1,0,0,0,Core staff,4.0,9,0.0,0.0,0
5117317,M,Y,Y,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-17370,-492,1,0,0,0,High skill tech staff,3.0,20,0.0,0.0,0
5009969,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2.0,42,0.0,0.0,0
5142634,M,Y,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12341,-3483,1,1,0,0,Laborers,4.0,26,0.038461538461538464,1.0,1
5090067,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18575,-4113,1,0,0,0,Accountants,2.0,35,0.0,0.0,0
5037253,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16500,-226,1,0,0,0,Medicine staff,2.0,54,0.0,0.0,0
5095859,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-20657,-5637,1,0,0,0,Accountants,1.0,21,0.0,0.0,0
5079295,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-9409,-1029,1,0,0,0,Laborers,2.0,12,0.0,0.0,0
5117360,M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,-11917,-1680,1,1,0,0,Laborers,3.0,33,0.0,0.0,0
5061095,F,N,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14977,-6772,1,0,0,1,Laborers,3.0,6,0.0,0.0,0
5053549,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21065,-1458,1,0,1,0,Laborers,2.0,19,0.0,0.0,0
5096943,F,N,N,0,99000.0,Working,Higher education,Single / not married,House / apartment,-9135,-765,1,1,1,0,Core staff,1.0,3,0.0,0.0,0
5091177,F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-11126,-2087,1,1,1,0,Accountants,2.0,3,0.0,0.0,0
5126468,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15679,-3667,1,0,0,0,Sales staff,2.0,34,0.0,0.0,0
5116423,F,N,N,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10088,-1797,1,1,1,0,High skill tech staff,4.0,20,0.0,0.0,0
5065593,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-13891,-7080,1,1,1,0,Medicine staff,3.0,24,0.0,0.0,0
5038513,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855,-4583,1,0,0,0,Laborers,2.0,17,0.0,0.0,0
5067486,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,-12860,-4657,1,1,1,0,High skill tech staff,4.0,35,0.0,0.0,0
5117764,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20360,-400,1,0,0,0,Security staff,2.0,21,0.0,0.0,0
5117470,M,N,N,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-13040,-1223,1,1,0,0,Core staff,3.0,22,0.0,0.0,0
5041068,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,1,0,0,0,Sales staff,1.0,28,0.0,0.0,0
5021485,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,47,0.0,0.0,0
5096107,F,Y,N,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10668,-401,1,1,1,0,Sales staff,4.0,7,0.0,0.0,0
5149130,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-20575,-3182,1,1,0,0,Drivers,2.0,20,0.0,0.0,0
5078853,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19322,-663,1,1,1,0,Laborers,2.0,30,0.0,0.0,0
5148832,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14357,-3120,1,1,1,0,Sales staff,3.0,45,0.0,0.0,0
5047878,F,N,Y,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,1,0,1,0,Medicine staff,4.0,6,0.0,0.0,0
5029008,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13868,-415,1,0,0,0,Laborers,2.0,10,0.2,1.0,1
5091703,M,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15052,-2512,1,0,1,0,Laborers,4.0,29,0.0,0.0,0
5023084,F,Y,N,1,175500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2.0,11,0.09090909090909091,1.0,1
5024977,M,N,N,0,360000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-12375,-2773,1,0,1,1,Laborers,1.0,7,0.0,0.0,0
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366,-1266,1,1,1,0,Drivers,2.0,15,0.0,0.0,0
5137313,F,N,N,1,135000.0,State servant,Higher education,Married,House / apartment,-9454,-1022,1,1,0,0,Managers,3.0,28,0.17857142857142858,1.0,1
5044938,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027,-5639,1,0,1,0,Managers,4.0,21,0.0,0.0,0
5115744,F,Y,Y,2,283500.0,State servant,Higher education,Married,House / apartment,-12902,-4120,1,0,0,0,Core staff,4.0,17,0.0,0.0,0
5046010,F,N,Y,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10961,-473,1,0,0,0,Cooking staff,2.0,20,0.2,1.0,1
5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-2484,1,0,0,0,Laborers,2.0,61,0.0,0.0,0
5125689,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,1,0,0,0,Realty agents,3.0,8,0.0,0.0,0
5028252,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6.0,31,0.0967741935483871,1.0,1
5054676,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,32,0.0,0.0,0
5114528,F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,-22185,-347,1,1,0,0,Accountants,2.0,43,0.0,0.0,0
5041461,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,1,0,0,0,Core staff,1.0,22,0.0,0.0,0
5096147,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-10267,-2593,1,1,0,0,Sales staff,1.0,24,0.0,0.0,0
5091015,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14284,-4267,1,0,0,0,Cooking staff,3.0,7,0.0,0.0,0
5061308,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19317,-6590,1,1,1,1,Laborers,2.0,10,0.0,0.0,0
5091609,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16198,-200,1,0,1,0,Laborers,3.0,3,0.0,0.0,0
5036146,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18311,-1407,1,0,0,0,Drivers,2.0,6,0.0,0.0,0
5009993,F,N,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16839,-3692,1,0,0,0,Managers,2.0,53,0.0,0.0,0
5126289,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21149,-11884,1,1,0,0,Laborers,2.0,47,0.0,0.0,0
5024327,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-9559,1,0,0,0,Realty agents,2.0,13,0.15384615384615385,1.0,1
5058252,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-12849,-543,1,1,1,0,Core staff,2.0,18,0.05555555555555555,1.0,1
5143318,F,N,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11306,-2053,1,0,0,0,Sales staff,3.0,4,0.0,0.0,0
5046315,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21601,-1600,1,0,1,0,Managers,2.0,12,0.0,0.0,0
5021730,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16971,-1375,1,0,0,1,Cleaning staff,3.0,40,0.0,0.0,0
5029054,M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,4.0,14,0.0,0.0,0
5126421,F,N,N,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13607,-4032,1,1,0,0,Core staff,2.0,23,0.0,0.0,0
5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-17660,-3261,1,1,1,0,Laborers,2.0,4,0.0,0.0,0
5068675,M,Y,Y,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,-15427,-3307,1,1,1,0,Drivers,3.0,13,0.0,0.0,0
5068516,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875,-2758,1,1,1,0,Core staff,2.0,11,0.0,0.0,0
5009546,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2.0,36,0.027777777777777776,1.0,1
5021189,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10141,-2531,1,0,0,0,Cooking staff,1.0,32,0.0,0.0,0
5113596,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,1,0,1,0,Sales staff,2.0,26,0.0,0.0,0
5061274,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-2877,1,1,1,1,Private service staff,2.0,37,0.0,0.0,0
5142195,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10957,-1214,1,0,0,0,Cooking staff,2.0,6,0.0,0.0,0
5148607,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,Municipal apartment,-16344,-1478,1,0,0,0,Sales staff,2.0,14,0.0,0.0,0
5053439,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9312,-2129,1,0,0,0,Accountants,1.0,18,0.0,0.0,0
5069111,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10576,-901,1,1,1,0,Laborers,1.0,19,0.0,0.0,0
5065406,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12589,-4096,1,0,1,0,Laborers,4.0,5,0.0,0.0,0
